id,title,description,skills
syn_186,Machine Learning Engineer,"Build scalable ML models using Python and machine learning. Handle data with SQL, deploy on AWS, develop frontends with React.","['python', 'sql', 'machine learning', 'aws', 'react']"
syn_187,Data Scientist,"Analyze data, develop predictive models, and create visualization dashboards.","['python', 'sql', 'statistics', 'pandas', 'data visualization']"
syn_188,Data Scientist,"Analyze data, develop predictive models, and create visualization dashboards.","['python', 'sql', 'statistics', 'pandas', 'data visualization']"
syn_189,Prompt Engineer,"Engineer and optimize AI/LLM prompts, improve model performance.","['prompt engineering', 'llm', 'nlp', 'python', 'ai evaluation']"
syn_190,Prompt Engineer,"Engineer and optimize AI/LLM prompts, improve model performance.","['prompt engineering', 'llm', 'nlp', 'python', 'ai evaluation']"
syn_191,Machine Learning Engineer,"Build scalable ML models using Python and machine learning. Handle data with SQL, deploy on AWS, develop frontends with React.","['python', 'sql', 'machine learning', 'aws', 'react']"
syn_192,Prompt Engineer,"Engineer and optimize AI/LLM prompts, improve model performance.","['prompt engineering', 'llm', 'nlp', 'python', 'ai evaluation']"
syn_193,Prompt Engineer,"Engineer and optimize AI/LLM prompts, improve model performance.","['prompt engineering', 'llm', 'nlp', 'python', 'ai evaluation']"
syn_194,Cloud Architect,"Design and manage scalable cloud infrastructure on AWS, Azure, or GCP.","['aws', 'azure', 'gcp', 'docker', 'kubernetes']"
syn_195,Machine Learning Engineer,"Build scalable ML models using Python and machine learning. Handle data with SQL, deploy on AWS, develop frontends with React.","['python', 'sql', 'machine learning', 'aws', 'react']"
syn_196,Data Scientist,"Analyze data, develop predictive models, and create visualization dashboards.","['python', 'sql', 'statistics', 'pandas', 'data visualization']"
syn_197,Machine Learning Engineer,"Build scalable ML models using Python and machine learning. Handle data with SQL, deploy on AWS, develop frontends with React.","['python', 'sql', 'machine learning', 'aws', 'react']"
syn_198,Machine Learning Engineer,"Build scalable ML models using Python and machine learning. Handle data with SQL, deploy on AWS, develop frontends with React.","['python', 'sql', 'machine learning', 'aws', 'react']"
syn_199,Machine Learning Engineer,"Build scalable ML models using Python and machine learning. Handle data with SQL, deploy on AWS, develop frontends with React.","['python', 'sql', 'machine learning', 'aws', 'react']"
syn_200,Cloud Architect,"Design and manage scalable cloud infrastructure on AWS, Azure, or GCP.","['aws', 'azure', 'gcp', 'docker', 'kubernetes']"
syn_201,Data Scientist,"Analyze data, develop predictive models, and create visualization dashboards.","['python', 'sql', 'statistics', 'pandas', 'data visualization']"
syn_202,Prompt Engineer,"Engineer and optimize AI/LLM prompts, improve model performance.","['prompt engineering', 'llm', 'nlp', 'python', 'ai evaluation']"
syn_203,Data Scientist,"Analyze data, develop predictive models, and create visualization dashboards.","['python', 'sql', 'statistics', 'pandas', 'data visualization']"
syn_204,Data Scientist,"Analyze data, develop predictive models, and create visualization dashboards.","['python', 'sql', 'statistics', 'pandas', 'data visualization']"
syn_205,Machine Learning Engineer,"Build scalable ML models using Python and machine learning. Handle data with SQL, deploy on AWS, develop frontends with React.","['python', 'sql', 'machine learning', 'aws', 'react']"
syn_206,Cloud Architect,"Design and manage scalable cloud infrastructure on AWS, Azure, or GCP.","['aws', 'azure', 'gcp', 'docker', 'kubernetes']"
syn_207,Cloud Architect,"Design and manage scalable cloud infrastructure on AWS, Azure, or GCP.","['aws', 'azure', 'gcp', 'docker', 'kubernetes']"
syn_208,Prompt Engineer,"Engineer and optimize AI/LLM prompts, improve model performance.","['prompt engineering', 'llm', 'nlp', 'python', 'ai evaluation']"
syn_209,Prompt Engineer,"Engineer and optimize AI/LLM prompts, improve model performance.","['prompt engineering', 'llm', 'nlp', 'python', 'ai evaluation']"
syn_210,Cloud Architect,"Design and manage scalable cloud infrastructure on AWS, Azure, or GCP.","['aws', 'azure', 'gcp', 'docker', 'kubernetes']"
syn_211,Machine Learning Engineer,"Build scalable ML models using Python and machine learning. Handle data with SQL, deploy on AWS, develop frontends with React.","['python', 'sql', 'machine learning', 'aws', 'react']"
syn_212,Prompt Engineer,"Engineer and optimize AI/LLM prompts, improve model performance.","['prompt engineering', 'llm', 'nlp', 'python', 'ai evaluation']"
syn_213,Prompt Engineer,"Engineer and optimize AI/LLM prompts, improve model performance.","['prompt engineering', 'llm', 'nlp', 'python', 'ai evaluation']"
syn_214,Machine Learning Engineer,"Build scalable ML models using Python and machine learning. Handle data with SQL, deploy on AWS, develop frontends with React.","['python', 'sql', 'machine learning', 'aws', 'react']"
syn_215,Data Scientist,"Analyze data, develop predictive models, and create visualization dashboards.","['python', 'sql', 'statistics', 'pandas', 'data visualization']"
syn_216,Prompt Engineer,"Engineer and optimize AI/LLM prompts, improve model performance.","['prompt engineering', 'llm', 'nlp', 'python', 'ai evaluation']"
syn_217,Prompt Engineer,"Engineer and optimize AI/LLM prompts, improve model performance.","['prompt engineering', 'llm', 'nlp', 'python', 'ai evaluation']"
syn_218,Cloud Architect,"Design and manage scalable cloud infrastructure on AWS, Azure, or GCP.","['aws', 'azure', 'gcp', 'docker', 'kubernetes']"
syn_219,Data Scientist,"Analyze data, develop predictive models, and create visualization dashboards.","['python', 'sql', 'statistics', 'pandas', 'data visualization']"
syn_220,Cloud Architect,"Design and manage scalable cloud infrastructure on AWS, Azure, or GCP.","['aws', 'azure', 'gcp', 'docker', 'kubernetes']"
syn_221,Cloud Architect,"Design and manage scalable cloud infrastructure on AWS, Azure, or GCP.","['aws', 'azure', 'gcp', 'docker', 'kubernetes']"
syn_222,Cloud Architect,"Design and manage scalable cloud infrastructure on AWS, Azure, or GCP.","['aws', 'azure', 'gcp', 'docker', 'kubernetes']"
syn_223,Machine Learning Engineer,"Build scalable ML models using Python and machine learning. Handle data with SQL, deploy on AWS, develop frontends with React.","['python', 'sql', 'machine learning', 'aws', 'react']"
syn_224,Cloud Architect,"Design and manage scalable cloud infrastructure on AWS, Azure, or GCP.","['aws', 'azure', 'gcp', 'docker', 'kubernetes']"
syn_225,Data Scientist,"Analyze data, develop predictive models, and create visualization dashboards.","['python', 'sql', 'statistics', 'pandas', 'data visualization']"
syn_226,Prompt Engineer,"Engineer and optimize AI/LLM prompts, improve model performance.","['prompt engineering', 'llm', 'nlp', 'python', 'ai evaluation']"
syn_227,Data Scientist,"Analyze data, develop predictive models, and create visualization dashboards.","['python', 'sql', 'statistics', 'pandas', 'data visualization']"
syn_228,Machine Learning Engineer,"Build scalable ML models using Python and machine learning. Handle data with SQL, deploy on AWS, develop frontends with React.","['python', 'sql', 'machine learning', 'aws', 'react']"
syn_229,Data Scientist,"Analyze data, develop predictive models, and create visualization dashboards.","['python', 'sql', 'statistics', 'pandas', 'data visualization']"
syn_230,Data Scientist,"Analyze data, develop predictive models, and create visualization dashboards.","['python', 'sql', 'statistics', 'pandas', 'data visualization']"
syn_231,Prompt Engineer,"Engineer and optimize AI/LLM prompts, improve model performance.","['prompt engineering', 'llm', 'nlp', 'python', 'ai evaluation']"
syn_232,Cloud Architect,"Design and manage scalable cloud infrastructure on AWS, Azure, or GCP.","['aws', 'azure', 'gcp', 'docker', 'kubernetes']"
syn_233,Prompt Engineer,"Engineer and optimize AI/LLM prompts, improve model performance.","['prompt engineering', 'llm', 'nlp', 'python', 'ai evaluation']"
syn_234,Prompt Engineer,"Engineer and optimize AI/LLM prompts, improve model performance.","['prompt engineering', 'llm', 'nlp', 'python', 'ai evaluation']"
syn_235,Machine Learning Engineer,"Build scalable ML models using Python and machine learning. Handle data with SQL, deploy on AWS, develop frontends with React.","['python', 'sql', 'machine learning', 'aws', 'react']"
syn_236,Cloud Architect,"Design and manage scalable cloud infrastructure on AWS, Azure, or GCP.","['aws', 'azure', 'gcp', 'docker', 'kubernetes']"
syn_237,Prompt Engineer,"Engineer and optimize AI/LLM prompts, improve model performance.","['prompt engineering', 'llm', 'nlp', 'python', 'ai evaluation']"
syn_238,Cloud Architect,"Design and manage scalable cloud infrastructure on AWS, Azure, or GCP.","['aws', 'azure', 'gcp', 'docker', 'kubernetes']"
syn_239,Machine Learning Engineer,"Build scalable ML models using Python and machine learning. Handle data with SQL, deploy on AWS, develop frontends with React.","['python', 'sql', 'machine learning', 'aws', 'react']"
syn_240,Machine Learning Engineer,"Build scalable ML models using Python and machine learning. Handle data with SQL, deploy on AWS, develop frontends with React.","['python', 'sql', 'machine learning', 'aws', 'react']"
syn_241,Cloud Architect,"Design and manage scalable cloud infrastructure on AWS, Azure, or GCP.","['aws', 'azure', 'gcp', 'docker', 'kubernetes']"
syn_242,Prompt Engineer,"Engineer and optimize AI/LLM prompts, improve model performance.","['prompt engineering', 'llm', 'nlp', 'python', 'ai evaluation']"
syn_243,Cloud Architect,"Design and manage scalable cloud infrastructure on AWS, Azure, or GCP.","['aws', 'azure', 'gcp', 'docker', 'kubernetes']"
syn_244,Prompt Engineer,"Engineer and optimize AI/LLM prompts, improve model performance.","['prompt engineering', 'llm', 'nlp', 'python', 'ai evaluation']"
syn_245,Cloud Architect,"Design and manage scalable cloud infrastructure on AWS, Azure, or GCP.","['aws', 'azure', 'gcp', 'docker', 'kubernetes']"
syn_246,Cloud Architect,"Design and manage scalable cloud infrastructure on AWS, Azure, or GCP.","['aws', 'azure', 'gcp', 'docker', 'kubernetes']"
syn_247,Data Scientist,"Analyze data, develop predictive models, and create visualization dashboards.","['python', 'sql', 'statistics', 'pandas', 'data visualization']"
syn_248,Cloud Architect,"Design and manage scalable cloud infrastructure on AWS, Azure, or GCP.","['aws', 'azure', 'gcp', 'docker', 'kubernetes']"
syn_249,Machine Learning Engineer,"Build scalable ML models using Python and machine learning. Handle data with SQL, deploy on AWS, develop frontends with React.","['python', 'sql', 'machine learning', 'aws', 'react']"
syn_250,Prompt Engineer,"Engineer and optimize AI/LLM prompts, improve model performance.","['prompt engineering', 'llm', 'nlp', 'python', 'ai evaluation']"
syn_251,Cloud Architect,"Design and manage scalable cloud infrastructure on AWS, Azure, or GCP.","['aws', 'azure', 'gcp', 'docker', 'kubernetes']"
syn_252,Prompt Engineer,"Engineer and optimize AI/LLM prompts, improve model performance.","['prompt engineering', 'llm', 'nlp', 'python', 'ai evaluation']"
syn_253,Prompt Engineer,"Engineer and optimize AI/LLM prompts, improve model performance.","['prompt engineering', 'llm', 'nlp', 'python', 'ai evaluation']"
syn_254,Cloud Architect,"Design and manage scalable cloud infrastructure on AWS, Azure, or GCP.","['aws', 'azure', 'gcp', 'docker', 'kubernetes']"
syn_255,Prompt Engineer,"Engineer and optimize AI/LLM prompts, improve model performance.","['prompt engineering', 'llm', 'nlp', 'python', 'ai evaluation']"
syn_256,Machine Learning Engineer,"Build scalable ML models using Python and machine learning. Handle data with SQL, deploy on AWS, develop frontends with React.","['python', 'sql', 'machine learning', 'aws', 'react']"
syn_257,Machine Learning Engineer,"Build scalable ML models using Python and machine learning. Handle data with SQL, deploy on AWS, develop frontends with React.","['python', 'sql', 'machine learning', 'aws', 'react']"
syn_258,Cloud Architect,"Design and manage scalable cloud infrastructure on AWS, Azure, or GCP.","['aws', 'azure', 'gcp', 'docker', 'kubernetes']"
syn_259,Data Scientist,"Analyze data, develop predictive models, and create visualization dashboards.","['python', 'sql', 'statistics', 'pandas', 'data visualization']"
syn_260,Cloud Architect,"Design and manage scalable cloud infrastructure on AWS, Azure, or GCP.","['aws', 'azure', 'gcp', 'docker', 'kubernetes']"
syn_261,Machine Learning Engineer,"Build scalable ML models using Python and machine learning. Handle data with SQL, deploy on AWS, develop frontends with React.","['python', 'sql', 'machine learning', 'aws', 'react']"
syn_262,Cloud Architect,"Design and manage scalable cloud infrastructure on AWS, Azure, or GCP.","['aws', 'azure', 'gcp', 'docker', 'kubernetes']"
syn_263,Cloud Architect,"Design and manage scalable cloud infrastructure on AWS, Azure, or GCP.","['aws', 'azure', 'gcp', 'docker', 'kubernetes']"
syn_264,Prompt Engineer,"Engineer and optimize AI/LLM prompts, improve model performance.","['prompt engineering', 'llm', 'nlp', 'python', 'ai evaluation']"
syn_265,Machine Learning Engineer,"Build scalable ML models using Python and machine learning. Handle data with SQL, deploy on AWS, develop frontends with React.","['python', 'sql', 'machine learning', 'aws', 'react']"
syn_266,Machine Learning Engineer,"Build scalable ML models using Python and machine learning. Handle data with SQL, deploy on AWS, develop frontends with React.","['python', 'sql', 'machine learning', 'aws', 'react']"
syn_267,Cloud Architect,"Design and manage scalable cloud infrastructure on AWS, Azure, or GCP.","['aws', 'azure', 'gcp', 'docker', 'kubernetes']"
syn_268,Cloud Architect,"Design and manage scalable cloud infrastructure on AWS, Azure, or GCP.","['aws', 'azure', 'gcp', 'docker', 'kubernetes']"
syn_269,Data Scientist,"Analyze data, develop predictive models, and create visualization dashboards.","['python', 'sql', 'statistics', 'pandas', 'data visualization']"
syn_270,Machine Learning Engineer,"Build scalable ML models using Python and machine learning. Handle data with SQL, deploy on AWS, develop frontends with React.","['python', 'sql', 'machine learning', 'aws', 'react']"
syn_271,Cloud Architect,"Design and manage scalable cloud infrastructure on AWS, Azure, or GCP.","['aws', 'azure', 'gcp', 'docker', 'kubernetes']"
syn_272,Machine Learning Engineer,"Build scalable ML models using Python and machine learning. Handle data with SQL, deploy on AWS, develop frontends with React.","['python', 'sql', 'machine learning', 'aws', 'react']"
syn_273,Prompt Engineer,"Engineer and optimize AI/LLM prompts, improve model performance.","['prompt engineering', 'llm', 'nlp', 'python', 'ai evaluation']"
syn_274,Data Scientist,"Analyze data, develop predictive models, and create visualization dashboards.","['python', 'sql', 'statistics', 'pandas', 'data visualization']"
syn_275,Cloud Architect,"Design and manage scalable cloud infrastructure on AWS, Azure, or GCP.","['aws', 'azure', 'gcp', 'docker', 'kubernetes']"
syn_276,Cloud Architect,"Design and manage scalable cloud infrastructure on AWS, Azure, or GCP.","['aws', 'azure', 'gcp', 'docker', 'kubernetes']"
syn_277,Prompt Engineer,"Engineer and optimize AI/LLM prompts, improve model performance.","['prompt engineering', 'llm', 'nlp', 'python', 'ai evaluation']"
syn_278,Cloud Architect,"Design and manage scalable cloud infrastructure on AWS, Azure, or GCP.","['aws', 'azure', 'gcp', 'docker', 'kubernetes']"
syn_279,Machine Learning Engineer,"Build scalable ML models using Python and machine learning. Handle data with SQL, deploy on AWS, develop frontends with React.","['python', 'sql', 'machine learning', 'aws', 'react']"
syn_280,Machine Learning Engineer,"Build scalable ML models using Python and machine learning. Handle data with SQL, deploy on AWS, develop frontends with React.","['python', 'sql', 'machine learning', 'aws', 'react']"
syn_281,Cloud Architect,"Design and manage scalable cloud infrastructure on AWS, Azure, or GCP.","['aws', 'azure', 'gcp', 'docker', 'kubernetes']"
syn_282,Machine Learning Engineer,"Build scalable ML models using Python and machine learning. Handle data with SQL, deploy on AWS, develop frontends with React.","['python', 'sql', 'machine learning', 'aws', 'react']"
syn_283,Prompt Engineer,"Engineer and optimize AI/LLM prompts, improve model performance.","['prompt engineering', 'llm', 'nlp', 'python', 'ai evaluation']"
syn_284,Prompt Engineer,"Engineer and optimize AI/LLM prompts, improve model performance.","['prompt engineering', 'llm', 'nlp', 'python', 'ai evaluation']"
syn_285,Prompt Engineer,"Engineer and optimize AI/LLM prompts, improve model performance.","['prompt engineering', 'llm', 'nlp', 'python', 'ai evaluation']"
syn_286,Machine Learning Engineer,"Build scalable ML models using Python and machine learning. Handle data with SQL, deploy on AWS, develop frontends with React.","['python', 'sql', 'machine learning', 'aws', 'react']"
syn_287,Prompt Engineer,"Engineer and optimize AI/LLM prompts, improve model performance.","['prompt engineering', 'llm', 'nlp', 'python', 'ai evaluation']"
syn_288,Data Scientist,"Analyze data, develop predictive models, and create visualization dashboards.","['python', 'sql', 'statistics', 'pandas', 'data visualization']"
syn_289,Data Scientist,"Analyze data, develop predictive models, and create visualization dashboards.","['python', 'sql', 'statistics', 'pandas', 'data visualization']"
syn_290,Cloud Architect,"Design and manage scalable cloud infrastructure on AWS, Azure, or GCP.","['aws', 'azure', 'gcp', 'docker', 'kubernetes']"
syn_291,Prompt Engineer,"Engineer and optimize AI/LLM prompts, improve model performance.","['prompt engineering', 'llm', 'nlp', 'python', 'ai evaluation']"
syn_292,Cloud Architect,"Design and manage scalable cloud infrastructure on AWS, Azure, or GCP.","['aws', 'azure', 'gcp', 'docker', 'kubernetes']"
syn_293,Machine Learning Engineer,"Build scalable ML models using Python and machine learning. Handle data with SQL, deploy on AWS, develop frontends with React.","['python', 'sql', 'machine learning', 'aws', 'react']"
syn_294,Prompt Engineer,"Engineer and optimize AI/LLM prompts, improve model performance.","['prompt engineering', 'llm', 'nlp', 'python', 'ai evaluation']"
syn_295,Prompt Engineer,"Engineer and optimize AI/LLM prompts, improve model performance.","['prompt engineering', 'llm', 'nlp', 'python', 'ai evaluation']"
syn_296,Data Scientist,"Analyze data, develop predictive models, and create visualization dashboards.","['python', 'sql', 'statistics', 'pandas', 'data visualization']"
syn_297,Prompt Engineer,"Engineer and optimize AI/LLM prompts, improve model performance.","['prompt engineering', 'llm', 'nlp', 'python', 'ai evaluation']"
syn_298,Cloud Architect,"Design and manage scalable cloud infrastructure on AWS, Azure, or GCP.","['aws', 'azure', 'gcp', 'docker', 'kubernetes']"
syn_299,Machine Learning Engineer,"Build scalable ML models using Python and machine learning. Handle data with SQL, deploy on AWS, develop frontends with React.","['python', 'sql', 'machine learning', 'aws', 'react']"
syn_300,Data Scientist,"Analyze data, develop predictive models, and create visualization dashboards.","['python', 'sql', 'statistics', 'pandas', 'data visualization']"
syn_301,Prompt Engineer,"Engineer and optimize AI/LLM prompts, improve model performance.","['prompt engineering', 'llm', 'nlp', 'python', 'ai evaluation']"
syn_302,Cloud Architect,"Design and manage scalable cloud infrastructure on AWS, Azure, or GCP.","['aws', 'azure', 'gcp', 'docker', 'kubernetes']"
syn_303,Prompt Engineer,"Engineer and optimize AI/LLM prompts, improve model performance.","['prompt engineering', 'llm', 'nlp', 'python', 'ai evaluation']"
syn_304,Machine Learning Engineer,"Build scalable ML models using Python and machine learning. Handle data with SQL, deploy on AWS, develop frontends with React.","['python', 'sql', 'machine learning', 'aws', 'react']"
syn_305,Machine Learning Engineer,"Build scalable ML models using Python and machine learning. Handle data with SQL, deploy on AWS, develop frontends with React.","['python', 'sql', 'machine learning', 'aws', 'react']"
syn_306,Prompt Engineer,"Engineer and optimize AI/LLM prompts, improve model performance.","['prompt engineering', 'llm', 'nlp', 'python', 'ai evaluation']"
syn_307,Prompt Engineer,"Engineer and optimize AI/LLM prompts, improve model performance.","['prompt engineering', 'llm', 'nlp', 'python', 'ai evaluation']"
syn_308,Data Scientist,"Analyze data, develop predictive models, and create visualization dashboards.","['python', 'sql', 'statistics', 'pandas', 'data visualization']"
syn_309,Prompt Engineer,"Engineer and optimize AI/LLM prompts, improve model performance.","['prompt engineering', 'llm', 'nlp', 'python', 'ai evaluation']"
syn_310,Machine Learning Engineer,"Build scalable ML models using Python and machine learning. Handle data with SQL, deploy on AWS, develop frontends with React.","['python', 'sql', 'machine learning', 'aws', 'react']"
syn_311,Cloud Architect,"Design and manage scalable cloud infrastructure on AWS, Azure, or GCP.","['aws', 'azure', 'gcp', 'docker', 'kubernetes']"
syn_312,Cloud Architect,"Design and manage scalable cloud infrastructure on AWS, Azure, or GCP.","['aws', 'azure', 'gcp', 'docker', 'kubernetes']"
syn_313,Data Scientist,"Analyze data, develop predictive models, and create visualization dashboards.","['python', 'sql', 'statistics', 'pandas', 'data visualization']"
syn_314,Data Scientist,"Analyze data, develop predictive models, and create visualization dashboards.","['python', 'sql', 'statistics', 'pandas', 'data visualization']"
syn_315,Prompt Engineer,"Engineer and optimize AI/LLM prompts, improve model performance.","['prompt engineering', 'llm', 'nlp', 'python', 'ai evaluation']"
syn_316,Cloud Architect,"Design and manage scalable cloud infrastructure on AWS, Azure, or GCP.","['aws', 'azure', 'gcp', 'docker', 'kubernetes']"
syn_317,Cloud Architect,"Design and manage scalable cloud infrastructure on AWS, Azure, or GCP.","['aws', 'azure', 'gcp', 'docker', 'kubernetes']"
syn_318,Prompt Engineer,"Engineer and optimize AI/LLM prompts, improve model performance.","['prompt engineering', 'llm', 'nlp', 'python', 'ai evaluation']"
syn_319,Prompt Engineer,"Engineer and optimize AI/LLM prompts, improve model performance.","['prompt engineering', 'llm', 'nlp', 'python', 'ai evaluation']"
syn_320,Data Scientist,"Analyze data, develop predictive models, and create visualization dashboards.","['python', 'sql', 'statistics', 'pandas', 'data visualization']"
syn_321,Machine Learning Engineer,"Build scalable ML models using Python and machine learning. Handle data with SQL, deploy on AWS, develop frontends with React.","['python', 'sql', 'machine learning', 'aws', 'react']"
syn_322,Machine Learning Engineer,"Build scalable ML models using Python and machine learning. Handle data with SQL, deploy on AWS, develop frontends with React.","['python', 'sql', 'machine learning', 'aws', 'react']"
syn_323,Data Scientist,"Analyze data, develop predictive models, and create visualization dashboards.","['python', 'sql', 'statistics', 'pandas', 'data visualization']"
syn_324,Data Scientist,"Analyze data, develop predictive models, and create visualization dashboards.","['python', 'sql', 'statistics', 'pandas', 'data visualization']"
syn_325,Machine Learning Engineer,"Build scalable ML models using Python and machine learning. Handle data with SQL, deploy on AWS, develop frontends with React.","['python', 'sql', 'machine learning', 'aws', 'react']"
syn_326,Data Scientist,"Analyze data, develop predictive models, and create visualization dashboards.","['python', 'sql', 'statistics', 'pandas', 'data visualization']"
syn_327,Data Scientist,"Analyze data, develop predictive models, and create visualization dashboards.","['python', 'sql', 'statistics', 'pandas', 'data visualization']"
syn_328,Machine Learning Engineer,"Build scalable ML models using Python and machine learning. Handle data with SQL, deploy on AWS, develop frontends with React.","['python', 'sql', 'machine learning', 'aws', 'react']"
syn_329,Machine Learning Engineer,"Build scalable ML models using Python and machine learning. Handle data with SQL, deploy on AWS, develop frontends with React.","['python', 'sql', 'machine learning', 'aws', 'react']"
syn_330,Prompt Engineer,"Engineer and optimize AI/LLM prompts, improve model performance.","['prompt engineering', 'llm', 'nlp', 'python', 'ai evaluation']"
syn_331,Prompt Engineer,"Engineer and optimize AI/LLM prompts, improve model performance.","['prompt engineering', 'llm', 'nlp', 'python', 'ai evaluation']"
syn_332,Prompt Engineer,"Engineer and optimize AI/LLM prompts, improve model performance.","['prompt engineering', 'llm', 'nlp', 'python', 'ai evaluation']"
syn_333,Machine Learning Engineer,"Build scalable ML models using Python and machine learning. Handle data with SQL, deploy on AWS, develop frontends with React.","['python', 'sql', 'machine learning', 'aws', 'react']"
syn_334,Cloud Architect,"Design and manage scalable cloud infrastructure on AWS, Azure, or GCP.","['aws', 'azure', 'gcp', 'docker', 'kubernetes']"
syn_335,Data Scientist,"Analyze data, develop predictive models, and create visualization dashboards.","['python', 'sql', 'statistics', 'pandas', 'data visualization']"
syn_336,Prompt Engineer,"Engineer and optimize AI/LLM prompts, improve model performance.","['prompt engineering', 'llm', 'nlp', 'python', 'ai evaluation']"
syn_337,Cloud Architect,"Design and manage scalable cloud infrastructure on AWS, Azure, or GCP.","['aws', 'azure', 'gcp', 'docker', 'kubernetes']"
syn_338,Cloud Architect,"Design and manage scalable cloud infrastructure on AWS, Azure, or GCP.","['aws', 'azure', 'gcp', 'docker', 'kubernetes']"
syn_339,Machine Learning Engineer,"Build scalable ML models using Python and machine learning. Handle data with SQL, deploy on AWS, develop frontends with React.","['python', 'sql', 'machine learning', 'aws', 'react']"
syn_340,Prompt Engineer,"Engineer and optimize AI/LLM prompts, improve model performance.","['prompt engineering', 'llm', 'nlp', 'python', 'ai evaluation']"
syn_341,Data Scientist,"Analyze data, develop predictive models, and create visualization dashboards.","['python', 'sql', 'statistics', 'pandas', 'data visualization']"
syn_342,Prompt Engineer,"Engineer and optimize AI/LLM prompts, improve model performance.","['prompt engineering', 'llm', 'nlp', 'python', 'ai evaluation']"
syn_343,Cloud Architect,"Design and manage scalable cloud infrastructure on AWS, Azure, or GCP.","['aws', 'azure', 'gcp', 'docker', 'kubernetes']"
syn_344,Prompt Engineer,"Engineer and optimize AI/LLM prompts, improve model performance.","['prompt engineering', 'llm', 'nlp', 'python', 'ai evaluation']"
syn_345,Data Scientist,"Analyze data, develop predictive models, and create visualization dashboards.","['python', 'sql', 'statistics', 'pandas', 'data visualization']"
syn_346,Machine Learning Engineer,"Build scalable ML models using Python and machine learning. Handle data with SQL, deploy on AWS, develop frontends with React.","['python', 'sql', 'machine learning', 'aws', 'react']"
syn_347,Machine Learning Engineer,"Build scalable ML models using Python and machine learning. Handle data with SQL, deploy on AWS, develop frontends with React.","['python', 'sql', 'machine learning', 'aws', 'react']"
syn_348,Data Scientist,"Analyze data, develop predictive models, and create visualization dashboards.","['python', 'sql', 'statistics', 'pandas', 'data visualization']"
syn_349,Machine Learning Engineer,"Build scalable ML models using Python and machine learning. Handle data with SQL, deploy on AWS, develop frontends with React.","['python', 'sql', 'machine learning', 'aws', 'react']"
syn_350,Prompt Engineer,"Engineer and optimize AI/LLM prompts, improve model performance.","['prompt engineering', 'llm', 'nlp', 'python', 'ai evaluation']"
syn_351,Machine Learning Engineer,"Build scalable ML models using Python and machine learning. Handle data with SQL, deploy on AWS, develop frontends with React.","['python', 'sql', 'machine learning', 'aws', 'react']"
syn_352,Machine Learning Engineer,"Build scalable ML models using Python and machine learning. Handle data with SQL, deploy on AWS, develop frontends with React.","['python', 'sql', 'machine learning', 'aws', 'react']"
syn_353,Cloud Architect,"Design and manage scalable cloud infrastructure on AWS, Azure, or GCP.","['aws', 'azure', 'gcp', 'docker', 'kubernetes']"
syn_354,Cloud Architect,"Design and manage scalable cloud infrastructure on AWS, Azure, or GCP.","['aws', 'azure', 'gcp', 'docker', 'kubernetes']"
syn_355,Data Scientist,"Analyze data, develop predictive models, and create visualization dashboards.","['python', 'sql', 'statistics', 'pandas', 'data visualization']"
syn_356,Machine Learning Engineer,"Build scalable ML models using Python and machine learning. Handle data with SQL, deploy on AWS, develop frontends with React.","['python', 'sql', 'machine learning', 'aws', 'react']"
syn_357,Prompt Engineer,"Engineer and optimize AI/LLM prompts, improve model performance.","['prompt engineering', 'llm', 'nlp', 'python', 'ai evaluation']"
syn_358,Prompt Engineer,"Engineer and optimize AI/LLM prompts, improve model performance.","['prompt engineering', 'llm', 'nlp', 'python', 'ai evaluation']"
syn_359,Data Scientist,"Analyze data, develop predictive models, and create visualization dashboards.","['python', 'sql', 'statistics', 'pandas', 'data visualization']"
syn_360,Machine Learning Engineer,"Build scalable ML models using Python and machine learning. Handle data with SQL, deploy on AWS, develop frontends with React.","['python', 'sql', 'machine learning', 'aws', 'react']"
syn_361,Cloud Architect,"Design and manage scalable cloud infrastructure on AWS, Azure, or GCP.","['aws', 'azure', 'gcp', 'docker', 'kubernetes']"
syn_362,Data Scientist,"Analyze data, develop predictive models, and create visualization dashboards.","['python', 'sql', 'statistics', 'pandas', 'data visualization']"
syn_363,Machine Learning Engineer,"Build scalable ML models using Python and machine learning. Handle data with SQL, deploy on AWS, develop frontends with React.","['python', 'sql', 'machine learning', 'aws', 'react']"
syn_364,Cloud Architect,"Design and manage scalable cloud infrastructure on AWS, Azure, or GCP.","['aws', 'azure', 'gcp', 'docker', 'kubernetes']"
syn_365,Cloud Architect,"Design and manage scalable cloud infrastructure on AWS, Azure, or GCP.","['aws', 'azure', 'gcp', 'docker', 'kubernetes']"
syn_366,Prompt Engineer,"Engineer and optimize AI/LLM prompts, improve model performance.","['prompt engineering', 'llm', 'nlp', 'python', 'ai evaluation']"
syn_367,Machine Learning Engineer,"Build scalable ML models using Python and machine learning. Handle data with SQL, deploy on AWS, develop frontends with React.","['python', 'sql', 'machine learning', 'aws', 'react']"
syn_368,Data Scientist,"Analyze data, develop predictive models, and create visualization dashboards.","['python', 'sql', 'statistics', 'pandas', 'data visualization']"
syn_369,Machine Learning Engineer,"Build scalable ML models using Python and machine learning. Handle data with SQL, deploy on AWS, develop frontends with React.","['python', 'sql', 'machine learning', 'aws', 'react']"
